Epoch,Data
211,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.41172751429614024, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 211, '_last_lr': [5e-05]}}"
212,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.41172751429614024, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 212, '_last_lr': [5e-05]}}"
213,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.41172751429614024, 'num_bad_epochs': 2, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 213, '_last_lr': [5e-05]}}"
214,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.41172751429614024, 'num_bad_epochs': 3, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 214, '_last_lr': [5e-05]}}"
215,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4080341145462534, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 215, '_last_lr': [5e-05]}}"
216,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4080341145462534, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 216, '_last_lr': [5e-05]}}"
217,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4080341145462534, 'num_bad_epochs': 2, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 217, '_last_lr': [5e-05]}}"
218,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4080341145462534, 'num_bad_epochs': 3, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 218, '_last_lr': [5e-05]}}"
219,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.406515180608786, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 219, '_last_lr': [5e-05]}}"
220,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.40593425363915514, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 220, '_last_lr': [5e-05]}}"
221,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.40495356643060687, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 221, '_last_lr': [5e-05]}}"
222,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4048273605154672, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 222, '_last_lr': [5e-05]}}"
223,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4038524119860935, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 223, '_last_lr': [5e-05]}}"
224,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4038524119860935, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 224, '_last_lr': [5e-05]}}"
225,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4038524119860935, 'num_bad_epochs': 2, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 225, '_last_lr': [5e-05]}}"
226,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4023388661071244, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 226, '_last_lr': [5e-05]}}"
227,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.4023388661071244, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 227, '_last_lr': [5e-05]}}"
228,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.40006360602673885, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 228, '_last_lr': [5e-05]}}"
229,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.3995452459250992, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 229, '_last_lr': [5e-05]}}"
230,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.3995452459250992, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 230, '_last_lr': [5e-05]}}"
231,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.39607759118411645, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 231, '_last_lr': [5e-05]}}"
232,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.39607759118411645, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 232, '_last_lr': [5e-05]}}"
233,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.39607759118411645, 'num_bad_epochs': 2, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 233, '_last_lr': [5e-05]}}"
234,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.39607759118411645, 'num_bad_epochs': 3, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 234, '_last_lr': [5e-05]}}"
235,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.39393600051988487, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 235, '_last_lr': [5e-05]}}"
236,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.39393600051988487, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 236, '_last_lr': [5e-05]}}"
237,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.39393600051988487, 'num_bad_epochs': 2, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 237, '_last_lr': [5e-05]}}"
238,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.39393600051988487, 'num_bad_epochs': 3, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 238, '_last_lr': [5e-05]}}"
239,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.39393600051988487, 'num_bad_epochs': 4, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 239, '_last_lr': [5e-05]}}"
240,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.39107287618786396, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 240, '_last_lr': [5e-05]}}"
241,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.39107287618786396, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 241, '_last_lr': [5e-05]}}"
242,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.39107287618786396, 'num_bad_epochs': 2, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 242, '_last_lr': [5e-05]}}"
243,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.39107287618786396, 'num_bad_epochs': 3, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 243, '_last_lr': [5e-05]}}"
244,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.39107287618786396, 'num_bad_epochs': 4, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 244, '_last_lr': [5e-05]}}"
245,"{'lr': 5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.39107287618786396, 'num_bad_epochs': 5, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 245, '_last_lr': [5e-05]}}"
246,"{'lr': 2.5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.39107287618786396, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 246, '_last_lr': [2.5e-05]}}"
247,"{'lr': 2.5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.3692966089796304, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 247, '_last_lr': [2.5e-05]}}"
248,"{'lr': 2.5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.3651929725380045, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 248, '_last_lr': [2.5e-05]}}"
249,"{'lr': 2.5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.36508717715276096, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 249, '_last_lr': [2.5e-05]}}"
250,"{'lr': 2.5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.3629977160337504, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 250, '_last_lr': [2.5e-05]}}"
251,"{'lr': 2.5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.3617484564017567, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 251, '_last_lr': [2.5e-05]}}"
252,"{'lr': 2.5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.35965805249423355, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 252, '_last_lr': [2.5e-05]}}"
253,"{'lr': 2.5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.3561225449117325, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 253, '_last_lr': [2.5e-05]}}"
254,"{'lr': 2.5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.3561225449117325, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 254, '_last_lr': [2.5e-05]}}"
255,"{'lr': 2.5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.3533217702496039, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 255, '_last_lr': [2.5e-05]}}"
256,"{'lr': 2.5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.3533217702496039, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 256, '_last_lr': [2.5e-05]}}"
257,"{'lr': 2.5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.3533217702496039, 'num_bad_epochs': 2, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 257, '_last_lr': [2.5e-05]}}"
258,"{'lr': 2.5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.3524819637697451, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 258, '_last_lr': [2.5e-05]}}"
259,"{'lr': 2.5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.35088029748721833, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 259, '_last_lr': [2.5e-05]}}"
260,"{'lr': 2.5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.35088029748721833, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 260, '_last_lr': [2.5e-05]}}"
261,"{'lr': 2.5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.35088029748721833, 'num_bad_epochs': 2, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 261, '_last_lr': [2.5e-05]}}"
262,"{'lr': 2.5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.3489555659785751, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 262, '_last_lr': [2.5e-05]}}"
263,"{'lr': 2.5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.3476442161292766, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 263, '_last_lr': [2.5e-05]}}"
264,"{'lr': 2.5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.3459687780700748, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 264, '_last_lr': [2.5e-05]}}"
265,"{'lr': 2.5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.3459687780700748, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 265, '_last_lr': [2.5e-05]}}"
266,"{'lr': 2.5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.3439531780373268, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 266, '_last_lr': [2.5e-05]}}"
267,"{'lr': 2.5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.3418274953530416, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 267, '_last_lr': [2.5e-05]}}"
268,"{'lr': 2.5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.3418274953530416, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 268, '_last_lr': [2.5e-05]}}"
269,"{'lr': 2.5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.3418274953530416, 'num_bad_epochs': 2, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 269, '_last_lr': [2.5e-05]}}"
270,"{'lr': 2.5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.3418274953530416, 'num_bad_epochs': 3, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 270, '_last_lr': [2.5e-05]}}"
271,"{'lr': 2.5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.3416112892462295, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 271, '_last_lr': [2.5e-05]}}"
272,"{'lr': 2.5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.33904567671664165, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 272, '_last_lr': [2.5e-05]}}"
273,"{'lr': 2.5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.33904567671664165, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 273, '_last_lr': [2.5e-05]}}"
274,"{'lr': 2.5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.33904567671664165, 'num_bad_epochs': 2, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 274, '_last_lr': [2.5e-05]}}"
275,"{'lr': 2.5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.33904567671664165, 'num_bad_epochs': 3, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 275, '_last_lr': [2.5e-05]}}"
276,"{'lr': 2.5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.33633767258172836, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 276, '_last_lr': [2.5e-05]}}"
277,"{'lr': 2.5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.3356713642085487, 'num_bad_epochs': 0, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 277, '_last_lr': [2.5e-05]}}"
278,"{'lr': 2.5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.3356713642085487, 'num_bad_epochs': 1, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 278, '_last_lr': [2.5e-05]}}"
279,"{'lr': 2.5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.3356713642085487, 'num_bad_epochs': 2, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 279, '_last_lr': [2.5e-05]}}"
280,"{'lr': 2.5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.3356713642085487, 'num_bad_epochs': 3, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 280, '_last_lr': [2.5e-05]}}"
281,"{'lr': 2.5e-05, 'sched': {'factor': 0.5, 'min_lrs': [0], 'patience': 5, 'verbose': false, 'cooldown': 0, 'cooldown_counter': 0, 'mode': 'min', 'threshold': 0.0001, 'threshold_mode': 'rel', 'best': 0.3356713642085487, 'num_bad_epochs': 4, 'mode_worse': Infinity, 'eps': 1e-08, 'last_epoch': 281, '_last_lr': [2.5e-05]}}"
