Epoch,Time,Loss,Error,Background,Water,Building_No_Damage,Building_Minor_Damage,Building_Major_Damage,Building_Total_Destruction,Vehicle,Road-Clear,Road-Blocked,Tree,Pool
11,1321.7973568439484,1.1475806923145977,0.3369927406311035,0.5642795562744141,0.502647876739502,0.3279798626899719,0.15598280727863312,0.0787072479724884,0.12201359868049622,0.16001805663108826,0.3677915036678314,0.016455013304948807,0.6199142336845398,0.029240606352686882
12,1329.718575000763,1.1173331907083248,0.33123481273651123,0.5696924924850464,0.5237216949462891,0.3473353981971741,0.16764724254608154,0.08708992600440979,0.11794077605009079,0.1597283035516739,0.3825639486312866,0.017983200028538704,0.6178008317947388,0.027526037767529488
13,1325.8003153800964,1.103721774625566,0.3234889507293701,0.5790072679519653,0.5355768799781799,0.3563501834869385,0.18012237548828125,0.08068710565567017,0.1275104284286499,0.16464436054229736,0.3922051787376404,0.011400315910577774,0.622207760810852,0.03100454993546009
14,1329.212161540985,1.0735858483395402,0.3141833245754242,0.5902222990989685,0.5402371287345886,0.3705349266529083,0.18241001665592194,0.08839559555053711,0.14442504942417145,0.16953875124454498,0.4018172025680542,0.02064063400030136,0.6373128890991211,0.04949106276035309
15,1328.21865773201,1.0555128505219342,0.3082599341869354,0.5967063903808594,0.5675359964370728,0.3784492015838623,0.1826682984828949,0.10166218131780624,0.14159545302391052,0.17595800757408142,0.41246721148490906,0.018441637977957726,0.6372525095939636,0.03298060968518257
16,1326.0583143234253,1.0281062934700984,0.2994132936000824,0.6084373593330383,0.5687735676765442,0.38524317741394043,0.19846509397029877,0.09811349958181381,0.15324726700782776,0.18268850445747375,0.4227297008037567,0.02159237116575241,0.6495954394340515,0.04259764775633812
17,1331.5010800361633,1.0164167738464704,0.2960268259048462,0.6118802428245544,0.5726855993270874,0.3970282971858978,0.19656503200531006,0.10452540963888168,0.16430500149726868,0.18832477927207947,0.4274406433105469,0.02060651406645775,0.6546061038970947,0.043839916586875916
18,1323.4342999458313,1.0003257042275653,0.2887258231639862,0.622992217540741,0.5920156240463257,0.3994070291519165,0.19892676174640656,0.10927298665046692,0.17101897299289703,0.19018591940402985,0.43555787205696106,0.02204492874443531,0.6585311889648438,0.06068556383252144
19,1325.8249814510345,0.9936575575154668,0.2891060411930084,0.6209116578102112,0.5827879309654236,0.40927237272262573,0.20843562483787537,0.10898055136203766,0.16882380843162537,0.19871902465820312,0.449906587600708,0.029460841789841652,0.6550388336181641,0.0770847424864769
20,1324.591821193695,0.976228995437219,0.28259894251823425,0.6305798888206482,0.592187762260437,0.4084598124027252,0.21607688069343567,0.10312874615192413,0.17990009486675262,0.20032478868961334,0.4560072422027588,0.03137354552745819,0.6606532335281372,0.06716125458478928
21,1321.1511113643646,0.9503217532451744,0.2778286635875702,0.6342405676841736,0.6129990816116333,0.41291123628616333,0.2210032343864441,0.12185817956924438,0.1939270943403244,0.20530276000499725,0.46885061264038086,0.03948143869638443,0.6614651083946228,0.07641337811946869
22,1324.0741465091705,0.9467843546137396,0.27628347277641296,0.6372103691101074,0.6118839383125305,0.4172287881374359,0.21254634857177734,0.11729711294174194,0.19689881801605225,0.2086019217967987,0.4664212167263031,0.02748447097837925,0.6677932143211365,0.08977465331554413
23,1326.8352537155151,0.9344321887471917,0.27309924364089966,0.6394585967063904,0.6126925945281982,0.4182265102863312,0.23053759336471558,0.11597698926925659,0.1908031702041626,0.21677429974079132,0.4716605842113495,0.03383570909500122,0.6772396564483643,0.07491903007030487
24,1325.0731518268585,0.9213608803685436,0.2703581154346466,0.6432271599769592,0.6104266047477722,0.4206725060939789,0.2246115803718567,0.1310432106256485,0.2032226324081421,0.21633084118366241,0.48774173855781555,0.04306480288505554,0.6726389527320862,0.10395808517932892
25,1328.1405155658722,0.9044988556817853,0.2650199830532074,0.6497904658317566,0.6222397089004517,0.4283193349838257,0.23749014735221863,0.13156549632549286,0.21241487562656403,0.23159007728099823,0.48904600739479065,0.05469273030757904,0.680010974407196,0.10258111357688904
26,1326.7433516979218,0.9054071897261665,0.2645103931427002,0.65094393491745,0.6197999119758606,0.4250239133834839,0.24018095433712006,0.13411077857017517,0.21179905533790588,0.22569072246551514,0.49257805943489075,0.04694715514779091,0.6795547008514404,0.0832219198346138
27,1328.2519562244415,0.8954062561636109,0.2612547278404236,0.6544408202171326,0.6346169710159302,0.4370124042034149,0.23331318795681,0.1398269683122635,0.21354861557483673,0.2330670952796936,0.5000678896903992,0.05443684011697769,0.684245228767395,0.08242544531822205
28,1325.3140587806702,0.888521700318451,0.25900858640670776,0.6573259830474854,0.644931435585022,0.4284079968929291,0.23990756273269653,0.1298905611038208,0.21346049010753632,0.24033424258232117,0.5059880018234253,0.06088268756866455,0.68238765001297,0.09377513080835342
29,1321.988182067871,0.875263492956973,0.2549925446510315,0.6636013388633728,0.6414114832878113,0.4295576810836792,0.2448739856481552,0.15563537180423737,0.2202335149049759,0.23962675034999847,0.5113572478294373,0.06596377491950989,0.6866660714149475,0.10500898212194443
30,1326.9249293804169,0.8625376671552658,0.25222188234329224,0.6650745868682861,0.6433619856834412,0.4469088017940521,0.25229430198669434,0.14266696572303772,0.23540465533733368,0.24086201190948486,0.5162880420684814,0.07155705988407135,0.6928553581237793,0.10266038030385971
31,1325.4730033874512,0.8478543118255687,0.25042107701301575,0.6671631932258606,0.6505779027938843,0.43636947870254517,0.2666679620742798,0.15344668924808502,0.23273248970508575,0.2537367343902588,0.5257241129875183,0.07760296016931534,0.6889972686767578,0.10705488175153732
32,1321.791625738144,0.8525994761501987,0.2491292506456375,0.6696317195892334,0.6514413952827454,0.4456089735031128,0.2588902711868286,0.15114349126815796,0.23769094049930573,0.24717751145362854,0.5217097997665405,0.07112675160169601,0.6910867094993591,0.11259530484676361
33,1321.4796805381775,0.8410185786654076,0.24478906393051147,0.6765074133872986,0.6584263443946838,0.4449322521686554,0.25858089327812195,0.15433652698993683,0.22981157898902893,0.25631263852119446,0.532463788986206,0.076991006731987,0.7002867460250854,0.10565053671598434
34,1322.7406616210938,0.8352109716751419,0.2469504326581955,0.6728883981704712,0.6578900218009949,0.4414398968219757,0.25820431113243103,0.16153277456760406,0.24135759472846985,0.25212380290031433,0.5314064025878906,0.08696865290403366,0.6915169954299927,0.11365123093128204
35,1327.172333240509,0.8267346310270774,0.24155063927173615,0.6800361275672913,0.6565915942192078,0.4461030066013336,0.2717539668083191,0.15786109864711761,0.25761479139328003,0.2594534158706665,0.5407663583755493,0.08207843452692032,0.698733925819397,0.11913987249135971
36,1324.7967731952667,0.8150607652141733,0.2413010448217392,0.6797884702682495,0.6686371564865112,0.4404371380805969,0.26034149527549744,0.17485514283180237,0.25878655910491943,0.26555487513542175,0.539939820766449,0.09070900827646255,0.6990653276443481,0.12635751068592072
37,1326.001616716385,0.8134960349363267,0.2404157668352127,0.6818922758102417,0.6735132336616516,0.4425226151943207,0.2615094780921936,0.16752859950065613,0.2615412175655365,0.2703518569469452,0.5405985713005066,0.08526712656021118,0.6981303691864014,0.14397214353084564
38,1324.5583305358887,0.8118671116246132,0.2390233874320984,0.6837767958641052,0.6664593815803528,0.4351397454738617,0.27275699377059937,0.16392986476421356,0.25420019030570984,0.264105886220932,0.5432302355766296,0.0799790695309639,0.7039094567298889,0.1722891479730606
39,1323.3309574127197,0.7999966746285243,0.23467934131622314,0.6882978677749634,0.674605667591095,0.44522008299827576,0.2759943902492523,0.1896144449710846,0.26801174879074097,0.27274709939956665,0.5498026013374329,0.08973480761051178,0.7064056992530823,0.15844449400901794
40,1328.468142747879,0.7943164811648834,0.23339836299419403,0.6914753317832947,0.6743757724761963,0.4565110504627228,0.27260324358940125,0.18263712525367737,0.2597793638706207,0.2827349603176117,0.5484901070594788,0.08364687860012054,0.7099881172180176,0.15636314451694489
41,1324.0451691150665,0.7965517172359916,0.23544709384441376,0.6877283453941345,0.6727685928344727,0.456002414226532,0.2707531750202179,0.17865148186683655,0.2704402506351471,0.278088241815567,0.5500738024711609,0.08947362750768661,0.7062117457389832,0.14507132768630981
42,1325.2460584640503,0.7909515683556823,0.23367615044116974,0.6899001002311707,0.6819087266921997,0.45391416549682617,0.2772175967693329,0.18512572348117828,0.2625911831855774,0.28650882840156555,0.5525184273719788,0.09499244391918182,0.7068741321563721,0.17386485636234283
43,1321.7186772823334,0.7782181532052785,0.229746013879776,0.6955960392951965,0.6834341883659363,0.45707350969314575,0.27904367446899414,0.1927228718996048,0.27434825897216797,0.2878785729408264,0.5550439357757568,0.10725340992212296,0.7108679413795471,0.17565836012363434
44,1322.3880288600922,0.7712788048373314,0.2277221977710724,0.699235737323761,0.682605504989624,0.46137991547584534,0.28037387132644653,0.19480760395526886,0.2767783999443054,0.28818029165267944,0.5668267011642456,0.10413972288370132,0.7122219204902649,0.17756697535514832
45,1324.0436713695526,0.7652678684278643,0.22629539668560028,0.6996011734008789,0.6956711411476135,0.4577483832836151,0.2939990758895874,0.1965271532535553,0.28669968247413635,0.2970239222049713,0.5656929612159729,0.10407979041337967,0.7107864618301392,0.1818774789571762
46,1322.108719110489,0.7582885542090928,0.22323133051395416,0.7041916847229004,0.6971718668937683,0.4604899287223816,0.2979390621185303,0.19466067850589752,0.2809113562107086,0.29540547728538513,0.5655260682106018,0.11607703566551208,0.7181689143180847,0.17548827826976776
47,1326.1549887657166,0.7491586202044906,0.22198918461799622,0.7059623003005981,0.6966344714164734,0.4643111228942871,0.28798016905784607,0.1891021430492401,0.28837814927101135,0.3001359701156616,0.5658523440361023,0.10785867273807526,0.7228856682777405,0.17938880622386932
48,1326.061244726181,0.7519233696021811,0.225503072142601,0.7007501721382141,0.7010290026664734,0.46135127544403076,0.2852573096752167,0.20028255879878998,0.2897491753101349,0.30574652552604675,0.5643563866615295,0.11186620593070984,0.7132132053375244,0.18806485831737518
49,1325.5517084598541,0.7454989163227819,0.22485794126987457,0.6994706392288208,0.6971702575683594,0.47461098432540894,0.29743868112564087,0.2069540172815323,0.28459489345550537,0.3074122667312622,0.5711743235588074,0.10736581683158875,0.713167130947113,0.1931518018245697
50,1320.1837079524994,0.7406484878832295,0.2223636358976364,0.7052463293075562,0.6984285116195679,0.47340312600135803,0.29623228311538696,0.2064075469970703,0.2863229215145111,0.30800533294677734,0.5733031034469604,0.10872914642095566,0.713326096534729,0.1807357370853424
51,1323.6705045700073,0.7391501244269436,0.21950891613960266,0.7070274949073792,0.7146826386451721,0.4718639850616455,0.3078273832798004,0.20076361298561096,0.3011547923088074,0.3052282929420471,0.5763766765594482,0.10556147992610931,0.716667890548706,0.20369867980480194
52,1319.174350976944,0.7269706520872466,0.21846060454845428,0.7093574404716492,0.7089431285858154,0.47989127039909363,0.30084875226020813,0.2220858782529831,0.30286383628845215,0.30797451734542847,0.5781911015510559,0.11677855998277664,0.7186809778213501,0.18129786849021912
53,1323.3823041915894,0.7246945865858384,0.2167396992444992,0.7118651270866394,0.7054526805877686,0.4779830873012543,0.3036177456378937,0.2151200771331787,0.3005402684211731,0.31067943572998047,0.5794008374214172,0.12107327580451965,0.7231683731079102,0.1991107165813446
54,1320.5700054168701,0.7190261341308195,0.2164877951145172,0.7103701829910278,0.7193007469177246,0.47862017154693604,0.31588828563690186,0.22839680314064026,0.3102566599845886,0.31920531392097473,0.5803012847900391,0.12246876955032349,0.7200019955635071,0.25267502665519714
55,1328.7844290733337,0.7215523262641852,0.21655195951461792,0.7123077511787415,0.7015501260757446,0.4799592196941376,0.30325090885162354,0.2332070916891098,0.30902087688446045,0.31693053245544434,0.5792429447174072,0.12302304059267044,0.7219347357749939,0.22458411753177643
56,1322.7655091285706,0.7136165338244136,0.21382863819599152,0.7146489024162292,0.7205299735069275,0.48174089193344116,0.3178287744522095,0.22474324703216553,0.3112778663635254,0.3124624788761139,0.584244966506958,0.12643982470035553,0.7220107316970825,0.23247458040714264
57,1326.6247267723083,0.7107342320252976,0.2135450541973114,0.7166428565979004,0.7050612568855286,0.4790545105934143,0.309540331363678,0.22201775014400482,0.305339515209198,0.31898096203804016,0.5823556780815125,0.12904417514801025,0.729656457901001,0.2210407704114914
58,1320.4636676311493,0.7081218799441489,0.21356351673603058,0.715375542640686,0.7078343629837036,0.48394477367401123,0.3231196701526642,0.22736378014087677,0.3123868703842163,0.3205144703388214,0.5832284092903137,0.12454858422279358,0.7253455519676208,0.22767329216003418
59,1320.6121711730957,0.6923071872836624,0.2078140825033188,0.721772313117981,0.7200666666030884,0.49330490827560425,0.32154718041419983,0.24670864641666412,0.32070523500442505,0.32047978043556213,0.5886527299880981,0.12797638773918152,0.735442578792572,0.22485096752643585
60,1327.7719814777374,0.6967086710276142,0.21115246415138245,0.7169066071510315,0.7179310917854309,0.49147602915763855,0.3164360821247101,0.23696598410606384,0.3242550790309906,0.32264360785484314,0.5889782309532166,0.13060207664966583,0.7296077013015747,0.23784290254116058
61,1327.8824491500854,0.6955398605085984,0.2112583965063095,0.7190381288528442,0.7130289077758789,0.47974342107772827,0.31654641032218933,0.23507145047187805,0.3244655132293701,0.33387520909309387,0.5863484144210815,0.1323978453874588,0.729254424571991,0.2377900630235672
62,1324.9585707187653,0.6950397016905306,0.21147380769252777,0.7169222831726074,0.724506139755249,0.49151623249053955,0.31933918595314026,0.23662646114826202,0.32489484548568726,0.3352990746498108,0.5888835787773132,0.12362390011548996,0.7271773219108582,0.24070927500724792
63,1320.412831544876,0.6927187353687504,0.21150784194469452,0.7182594537734985,0.7179203033447266,0.49186137318611145,0.31397998332977295,0.22673338651657104,0.31613028049468994,0.334202378988266,0.5890381932258606,0.13983815908432007,0.7289907932281494,0.2494088113307953
64,1323.218606710434,0.6882725934911358,0.2101285457611084,0.7183356285095215,0.7150444984436035,0.4961149990558624,0.3246862590312958,0.25257495045661926,0.32481276988983154,0.33098626136779785,0.5918533802032471,0.13894902169704437,0.7284466624259949,0.21910041570663452
65,1325.2662677764893,0.6816738338372333,0.20750583708286285,0.7230434417724609,0.723433792591095,0.4970499575138092,0.32782378792762756,0.24661090970039368,0.32106807827949524,0.3408253490924835,0.5948082804679871,0.14171093702316284,0.731855034828186,0.26280808448791504
66,1325.724220752716,0.6758994706745806,0.20571154356002808,0.7254347801208496,0.7259823083877563,0.49890953302383423,0.31975895166397095,0.2658257484436035,0.3272998631000519,0.3425619602203369,0.5975627303123474,0.13845954835414886,0.7325047254562378,0.24086298048496246
67,1325.4488978385925,0.674061708964482,0.2073720246553421,0.721392035484314,0.7303021550178528,0.5062909722328186,0.33205878734588623,0.2576502859592438,0.3327489495277405,0.33814194798469543,0.5903306603431702,0.14056915044784546,0.7311756014823914,0.2644665241241455
68,1325.6164348125458,0.6720828435345407,0.20614145696163177,0.7246825098991394,0.7217220664024353,0.49835240840911865,0.33014240860939026,0.2638959288597107,0.3321245610713959,0.34287962317466736,0.5950566530227661,0.13268999755382538,0.7348612546920776,0.2579205334186554
69,1324.3956282138824,0.6768973905332096,0.206132709980011,0.7246509194374084,0.7269512414932251,0.5043433904647827,0.32609251141548157,0.25424402952194214,0.3290831446647644,0.34305664896965027,0.5946261286735535,0.1298435777425766,0.7310401797294617,0.28665411472320557
70,1325.5221095085144,0.6633759075744664,0.20261356234550476,0.7288696765899658,0.7356269359588623,0.5073097348213196,0.3309287428855896,0.26328223943710327,0.3361676037311554,0.3383081257343292,0.6026207804679871,0.14831988513469696,0.7345966100692749,0.26735925674438477
71,1323.9355840682983,0.6630460438261573,0.2028522789478302,0.728703498840332,0.7310685515403748,0.5017400979995728,0.32866033911705017,0.26361149549484253,0.33588987588882446,0.34314942359924316,0.6006119847297668,0.1406104415655136,0.7372540235519409,0.25891655683517456
72,1325.431441783905,0.6597189161350517,0.20379407703876495,0.7264291048049927,0.7272025942802429,0.5042538642883301,0.3295198678970337,0.27308860421180725,0.33913949131965637,0.3460790812969208,0.6066974997520447,0.14618664979934692,0.732555627822876,0.2735081911087036
73,1325.3556926250458,0.6578709668872487,0.20289058983325958,0.7273987531661987,0.7340802550315857,0.5085662007331848,0.33943772315979004,0.2674289047718048,0.34917813539505005,0.3571884334087372,0.6052129864692688,0.14949925243854523,0.7322840094566345,0.26794493198394775
74,1326.3465783596039,0.6584800234078964,0.20296610891819,0.7273491024971008,0.7349457144737244,0.5121604800224304,0.3407091498374939,0.27524498105049133,0.33857637643814087,0.3527847230434418,0.6041327714920044,0.1530865877866745,0.7293230891227722,0.2865176200866699
75,1326.9688272476196,0.653675126336573,0.20153270661830902,0.7287952303886414,0.7361668348312378,0.5118162631988525,0.3484642803668976,0.2785056233406067,0.33811482787132263,0.35741105675697327,0.6018295884132385,0.13748860359191895,0.7376481294631958,0.27075743675231934
76,1326.556202173233,0.6510716556541382,0.20161497592926025,0.7295816540718079,0.7341746091842651,0.5148587226867676,0.34233003854751587,0.26790815591812134,0.34541162848472595,0.3513042628765106,0.6058569550514221,0.14016394317150116,0.734653651714325,0.29182514548301697
77,1323.0296165943146,0.6463282408733522,0.19940480589866638,0.732517659664154,0.7342880964279175,0.5221176743507385,0.3384017050266266,0.272948682308197,0.35207992792129517,0.3611357510089874,0.6119791269302368,0.1563252955675125,0.738079309463501,0.2802616059780121
78,1325.5924499034882,0.6548364693350733,0.20342493057250977,0.7265580892562866,0.7300564646720886,0.5089856386184692,0.33454033732414246,0.26688364148139954,0.34786856174468994,0.3652862012386322,0.6071863770484924,0.14638499915599823,0.7341791391372681,0.2739560008049011
79,1324.678718328476,0.6442092171185406,0.1999722719192505,0.731283962726593,0.7332395911216736,0.512104868888855,0.3533114492893219,0.2888253927230835,0.3525141179561615,0.35165512561798096,0.6049644351005554,0.16272467374801636,0.7343801856040955,0.28720924258232117
80,1326.5317707061768,0.6460584037718637,0.19900016486644745,0.7329800128936768,0.7397093176841736,0.5198270082473755,0.3446286618709564,0.2776062786579132,0.3517216145992279,0.35364511609077454,0.6066612601280212,0.14598962664604187,0.7395167946815491,0.30030012130737305
81,1324.3467872142792,0.6339138397600945,0.1985623687505722,0.7316557168960571,0.7414999604225159,0.5232160687446594,0.34877827763557434,0.3004211187362671,0.3554515242576599,0.364402711391449,0.6114092469215393,0.16120758652687073,0.7361606955528259,0.28602778911590576
82,1327.8706946372986,0.6421793950214004,0.19816860556602478,0.7338280081748962,0.7386647462844849,0.520512580871582,0.3500080406665802,0.27568092942237854,0.3484109938144684,0.3638925552368164,0.6077865958213806,0.15159384906291962,0.7398476600646973,0.2939259111881256
83,1330.2738332748413,0.6376734960397438,0.19798800349235535,0.7339742183685303,0.729219913482666,0.516345202922821,0.3548104465007782,0.28750768303871155,0.35017287731170654,0.3589688837528229,0.6086012721061707,0.15963605046272278,0.7423233389854431,0.3055843114852905
84,1327.2086870670319,0.6311858927083095,0.19830632209777832,0.7340351343154907,0.7422662973403931,0.5245030522346497,0.3490372598171234,0.28962406516075134,0.349873423576355,0.3660185933113098,0.6105901002883911,0.16815561056137085,0.7320623397827148,0.3149142861366272
85,1328.085309267044,0.6283685284541367,0.19576041400432587,0.7352865934371948,0.7460455894470215,0.5337427854537964,0.34893471002578735,0.28872865438461304,0.349431574344635,0.3666953146457672,0.6177871227264404,0.1676298975944519,0.74371737241745,0.3122909963130951
86,1321.6525950431824,0.6253255664208309,0.19599194824695587,0.7351511716842651,0.7454626560211182,0.5266575813293457,0.3579559028148651,0.29600438475608826,0.3660052716732025,0.3630695044994354,0.615057647228241,0.15781863033771515,0.7412204742431641,0.30934345722198486
87,1327.3609976768494,0.6289762207685045,0.19583618640899658,0.7366849780082703,0.7364294528961182,0.5244976282119751,0.3554154932498932,0.2951882481575012,0.35820502042770386,0.3571471571922302,0.6145179867744446,0.16357465088367462,0.7416711449623108,0.29211434721946716
88,1321.3094220161438,0.621682210231782,0.193924680352211,0.7391312122344971,0.7418050765991211,0.5319797396659851,0.36008018255233765,0.2949409484863281,0.37005749344825745,0.3659749925136566,0.6100109815597534,0.17120368778705597,0.7433553338050842,0.3031710684299469
89,1322.490555524826,0.6247090413354263,0.19296874105930328,0.7384973168373108,0.7477861046791077,0.5344938039779663,0.3644983172416687,0.30963972210884094,0.3548927903175354,0.36792677640914917,0.6144813895225525,0.16358759999275208,0.7466963529586792,0.33805468678474426
90,1323.723820924759,0.6229931169559348,0.19398094713687897,0.7374677062034607,0.7356283068656921,0.5353009700775146,0.36875203251838684,0.3049994707107544,0.3562135696411133,0.36687275767326355,0.6138689517974854,0.16367721557617188,0.7469837665557861,0.3033657670021057
91,1320.866756439209,0.6114665832747607,0.19270628690719604,0.7389413118362427,0.7462450265884399,0.5417793393135071,0.3726721704006195,0.3071260154247284,0.3653765618801117,0.36764636635780334,0.6168716549873352,0.16674068570137024,0.7442144751548767,0.3142683506011963
92,1321.6613545417786,0.612090705258894,0.192376509308815,0.7400475740432739,0.7399265170097351,0.5472666621208191,0.3681127429008484,0.3112936317920685,0.363249272108078,0.37014463543891907,0.6129012703895569,0.16332800686359406,0.7472290396690369,0.3181096315383911
93,1320.8252911567688,0.6088664510077045,0.1913081407546997,0.7393069267272949,0.7470406889915466,0.5475386381149292,0.37960532307624817,0.31952810287475586,0.36548781394958496,0.3769136667251587,0.6219033598899841,0.17905990779399872,0.7438125014305115,0.3051411211490631
94,1319.8098585605621,0.6132730699586656,0.19353154301643372,0.7382552623748779,0.7447525858879089,0.5358619093894958,0.37284883856773376,0.2976250648498535,0.3635849356651306,0.37356171011924744,0.6196630597114563,0.17426447570323944,0.7430432438850403,0.3326806128025055
95,1323.5379011631012,0.6097952645930883,0.1928987205028534,0.7378742098808289,0.7492161393165588,0.5419354438781738,0.375399112701416,0.3214015066623688,0.3643665015697479,0.3761959969997406,0.6214183568954468,0.17790670692920685,0.7403135299682617,0.32812535762786865
96,1320.4552066326141,0.604054442253606,0.19012251496315002,0.7424536943435669,0.7552478313446045,0.5357886552810669,0.37329936027526855,0.3189032971858978,0.36990559101104736,0.37430480122566223,0.6165399551391602,0.17037996649742126,0.7488417029380798,0.33608877658843994
97,1322.3508219718933,0.601174632512091,0.1895015984773636,0.7435532808303833,0.7537757754325867,0.5449506044387817,0.3750813901424408,0.3285426199436188,0.38015198707580566,0.36948534846305847,0.6145098805427551,0.16314546763896942,0.7497871518135071,0.32886573672294617
98,1323.645889043808,0.5988278205157387,0.18967892229557037,0.7416129112243652,0.7558446526527405,0.5419600605964661,0.36952897906303406,0.32424160838127136,0.36496543884277344,0.3769325613975525,0.6231744885444641,0.1833476722240448,0.7489798665046692,0.33069273829460144
99,1323.4353716373444,0.596852634081387,0.18955351412296295,0.7421019077301025,0.7540565729141235,0.5330227613449097,0.37504664063453674,0.33338287472724915,0.3750753104686737,0.3721942603588104,0.6270366311073303,0.18101800978183746,0.7454593181610107,0.33151835203170776
100,1318.1440382003784,0.5960588353262329,0.19091463088989258,0.7402600049972534,0.7523290514945984,0.5448606014251709,0.3775634765625,0.32411786913871765,0.37320476770401,0.3774224817752838,0.6233348846435547,0.1825583577156067,0.7441415786743164,0.3469495475292206
101,1429.4627764225006,0.597741549633634,0.1899251788854599,0.7415283918380737,0.7573426365852356,0.5462337136268616,0.3778395354747772,0.32373136281967163,0.3770662546157837,0.37729164958000183,0.6239941716194153,0.18094198405742645,0.7421026825904846,0.32184037566185
102,1331.7579519748688,0.5919548260489348,0.18814538419246674,0.7436313629150391,0.7489587068557739,0.5449333786964417,0.3925441801548004,0.33757391571998596,0.37603816390037537,0.3808964490890503,0.6212928295135498,0.1804356724023819,0.7514546513557434,0.3103436827659607
103,1327.2897930145264,0.5976898501045977,0.1898270547389984,0.7427406907081604,0.7481602430343628,0.5466560125350952,0.37241047620773315,0.33858659863471985,0.37912702560424805,0.38275372982025146,0.6188054084777832,0.17737507820129395,0.7450125813484192,0.33424580097198486
104,1327.9299976825714,0.5885537535084766,0.1884995996952057,0.7434767484664917,0.7485531568527222,0.5501431822776794,0.38739699125289917,0.32721075415611267,0.37698110938072205,0.3808828592300415,0.6230161190032959,0.19234956800937653,0.7487533688545227,0.3247806131839752
105,1329.2932329177856,0.5820120641914039,0.18634776771068573,0.746181309223175,0.7543568015098572,0.5486390590667725,0.3894871473312378,0.34124326705932617,0.3779565095901489,0.3824543058872223,0.6280938386917114,0.18805475533008575,0.751384973526001,0.33662527799606323
106,1330.3331232070923,0.5865874389089122,0.18765175342559814,0.7452678084373474,0.7555890679359436,0.5556538701057434,0.38613948225975037,0.3285287916660309,0.37361955642700195,0.3859208822250366,0.6226475238800049,0.1845603585243225,0.7500795722007751,0.3537149429321289
107,1646.660893201828,0.5865242638696685,0.1862160712480545,0.7452005743980408,0.7616831660270691,0.5494268536567688,0.3887541890144348,0.3466436564922333,0.3811505138874054,0.37304988503456116,0.6226686835289001,0.18599319458007812,0.7532185912132263,0.33316564559936523
